,Word,Lemma,POSTag,Shape
6745,sell,sell,VBP,xxxx
6746,"
","
",_SP,"
"
6747,If,if,IN,Xx
6748,I,-PRON-,PRP,X
6749,am,be,VBP,xx
6750,able,able,JJ,xxxx
6751,to,to,TO,xx
6752,reduce,reduce,VB,xxxx
6753,the,the,DT,xxx
6754,touches,touch,NNS,xxxx
6755,which,which,WDT,xxxx
6756,are,be,VBP,xxx
6757,way,way,RB,xxx
6758,too,too,RB,xxx
6759,high,high,JJ,xxxx
6760,in,in,IN,xx
6761,our,-PRON-,PRP$,xxx
6762,current,current,JJ,xxxx
6763,supply,supply,NN,xxxx
6764,chain,chain,NN,xxxx
6765,",",",",",",","
6766,if,if,IN,xx
6767,I,-PRON-,PRP,X
6768,can,can,MD,xxx
6769,take,take,VB,xxxx
6770,the,the,DT,xxx
6771,touches,touch,NNS,xxxx
6772,down,down,RP,xxxx
6773,",",",",",",","
6774,thatâ€,thatâ€,NNP,xxxx€
6775,™,™,CD,™
6776,s,s,NNP,x
6777,worth,worth,JJ,xxxx
6778,something,something,NN,xxxx
6779,"
","
",_SP,"
"
6780,If,if,IN,Xx
6781,I,-PRON-,PRP,X
6782,can,can,MD,xxx
6783,reduce,reduce,VB,xxxx
6784,the,the,DT,xxx
6785,number,number,NN,xxxx
6786,of,of,IN,xx
6787,miles,mile,NNS,xxxx
6788,driven,drive,VBN,xxxx
6789,on,on,IN,xx
6790,the,the,DT,xxx
6791,same,same,JJ,xxxx
6792,number,number,NN,xxxx
6793,of,of,IN,xx
6794,deliveries,delivery,NNS,xxxx
6795,in,in,IN,xx
6796,the,the,DT,xxx
6797,same,same,JJ,xxxx
6798,amount,amount,NN,xxxx
6799,of,of,IN,xx
6800,sale,sale,NN,xxxx
6801,that,that,WDT,xxxx
6802,takes,take,VBZ,xxxx
6803,cost,cost,NN,xxxx
6804,out,out,RP,xxx
6805,without,without,IN,xxxx
6806,driving,drive,VBG,xxxx
6807,sales,sale,NNS,xxxx
6808,;,;,:,;
6809,so,so,CC,xx
6810,weâ€,weâ€,NNP,xxx€
6811,™,™,CD,™
6812,ve,ve,NNP,xx
6813,constructed,construct,VBD,xxxx
6814,the,the,DT,xxx
6815,productivity,productivity,NN,xxxx
6816,agenda,agenda,NN,xxxx
6817,such,such,JJ,xxxx
6818,that,that,WDT,xxxx
6819,is,be,VBZ,xx
6820,not,not,RB,xxx
6821,sales,sale,NNS,xxxx
6822,dependant,dependant,JJ,xxxx
6823,"
","
",_SP,"
"
6824,So,so,RB,Xx
6825,weâ€,weâ€,NNP,xxx€
6826,™,™,CD,™
6827,re,re,IN,xx
6828,not,not,RB,xxx
6829,looking,look,VBG,xxxx
6830,for,for,IN,xxx
6831,leverage,leverage,NN,xxxx
6832,on,on,IN,xx
6833,these,these,DT,xxxx
6834,cost,cost,NN,xxxx
6835,out,out,RP,xxx
6836,measures,measure,NNS,xxxx
6837,",",",",",",","
6838,because,because,IN,xxxx
6839,they,-PRON-,PRP,xxxx
6840,tend,tend,VBP,xxxx
6841,to,to,TO,xx
6842,be,be,VB,xx
6843,waste,waste,NN,xxxx
6844,or,or,CC,xx
6845,redundancies,redundancy,NNS,xxxx
6846,or,or,CC,xx
6847,things,thing,NNS,xxxx
6848,that,that,WDT,xxxx
6849,that,that,WDT,xxxx
6850,can,can,MD,xxx
6851,be,be,VB,xx
6852,reduced,reduce,VBN,xxxx
6853,"
","
",_SP,"
"
6854,And,and,CC,Xxx
6855,given,give,VBN,xxxx
6856,where,where,WRB,xxxx
6857,our,-PRON-,PRP$,xxx
6858,relevant,relevant,JJ,xxxx
6859,margin,margin,NN,xxxx
6860,is,be,VBZ,xx
6861,versus,versus,IN,xxxx
6862,the,the,DT,xxx
6863,industry,industry,NN,xxxx
6864,average,average,NN,xxxx
6865,",",",",",",","
6866,I,-PRON-,PRP,X
6867,think,think,VBP,xxxx
6868,",",",",",",","
6869,you,-PRON-,PRP,xxx
6870,can,can,MD,xxx
6871,probably,probably,RB,xxxx
6872,see,see,VB,xxx
6873,that,that,IN,xxxx
6874,we,-PRON-,PRP,xx
6875,have,have,VBP,xxxx
6876,pretty,pretty,RB,xxxx
6877,good,good,JJ,xxxx
6878,opportunity,opportunity,NN,xxxx
6879,to,to,TO,xx
6880,do,do,VB,xx
6881,that,that,DT,xxxx
6882,",",",",",",","
6883,because,because,IN,xxxx
6884,we,-PRON-,PRP,xx
6885,have,have,VBP,xxxx
6886,peers,peer,NNS,xxxx
6887,in,in,IN,xx
6888,our,-PRON-,PRP$,xxx
6889,industry,industry,NN,xxxx
6890,that,that,WDT,xxxx
6891,have,have,VBP,xxxx
6892,already,already,RB,xxxx
6893,done,do,VBN,xxxx
6894,it,-PRON-,PRP,xx
6895,"
","
",_SP,"
"
6896,So,so,RB,Xx
6897,weâ€,weâ€,NNP,xxx€
6898,™,™,CD,™
6899,re,re,NN,xx
6900,focusing,focus,VBG,xxxx
6901,on,on,IN,xx
6902,essentially,essentially,RB,xxxx
6903,looking,look,VBG,xxxx
6904,at,at,IN,xx
6905,our,-PRON-,PRP$,xxx
6906,asset,asset,NN,xxxx
6907,base,base,NN,xxxx
6908,and,and,CC,xxx
6909,our,-PRON-,PRP$,xxx
6910,model,model,NN,xxxx
6911,and,and,CC,xxx
6912,how,how,WRB,xxx
6913,we,-PRON-,PRP,xx
6914,invest,invest,VBP,xxxx
6915,with,with,IN,xxxx
6916,the,the,DT,xxx
6917,customer,customer,NN,xxxx
6918,and,and,CC,xxx
6919,how,how,WRB,xxx
6920,do,do,VBP,xx
6921,we,-PRON-,PRP,xx
6922,close,close,VB,xxxx
6923,the,the,DT,xxx
6924,margin,margin,NN,xxxx
6925,gap,gap,NN,xxx
6926,as,as,IN,xx
6927,weâ€,weâ€,NNP,xxx€
6928,™,™,CD,™
6929,re,re,NN,xx
6930,driving,drive,VBG,xxxx
6931,at,at,IN,xx
6932,the,the,DT,xxx
6933,customer,customer,NN,xxxx
6934,agenda,agenda,NN,xxxx
6935,"
","
",_SP,"
"
6936,Weâ€,weâ€,NN,Xxx€
6937,™,™,CD,™
6938,re,re,IN,xx
6939,not,not,RB,xxx
6940,going,go,VBG,xxxx
6941,to,to,TO,xx
6942,comment,comment,VB,xxxx
6943,specifically,specifically,RB,xxxx
6944,Chris,Chris,NNP,Xxxxx
6945,on,on,IN,xx
6946,the,the,DT,xxx
6947,quarter,quarter,NN,xxxx
6948,",",",",",",","
6949,I,-PRON-,PRP,X
6950,mean,mean,VBP,xxxx
6951,but,but,CC,xxx
6952,weâ€,weâ€,NNP,xxx€
6953,™,™,CD,™
6954,ve,ve,NNP,xx
6955,seen,see,VBN,xxxx
6956,a,a,DT,x
6957,dramatic,dramatic,JJ,xxxx
6958,improvement,improvement,NN,xxxx
6959,in,in,IN,xx
6960,our,-PRON-,PRP$,xxx
6961,comp,comp,NN,xxxx
6962,obviously,obviously,RB,xxxx
6963,coming,come,VBG,xxxx
6964,up,up,RP,xx
6965,a,a,DT,x
6966,difficult,difficult,JJ,xxxx
6967,Q1,q1,NN,Xd
6968,.,.,.,.
6969,Your,-PRON-,PRP$,Xxxx
6970,second,second,JJ,xxxx
6971,question,question,NN,xxxx
6972,was,be,VBD,xxx
6973,on,on,IN,xx
6974,the,the,DT,xxx
6975,--,--,:,--
6976,repeat,repeat,VB,xxxx
6977,your,-PRON-,PRP$,xxxx
6978,second,second,JJ,xxxx
6979,question,question,NN,xxxx
6980,?,?,.,?
6981,Unidentified,unidentified,JJ,Xxxxx
6982,Analyst,Analyst,NNP,Xxxxx
6983,So,so,RB,Xx
6984,you,-PRON-,PRP,xxx
6985,talked,talk,VBD,xxxx
6986,about,about,IN,xxxx
6987,some,some,DT,xxxx
6988,of,of,IN,xx
6989,the,the,DT,xxx
6990,availability,availability,NN,xxxx
6991,type,type,NN,xxxx
6992,initiatives,initiative,NNS,xxxx
6993,that,that,WDT,xxxx
6994,you,-PRON-,PRP,xxx
6995,'re,be,VBP,'xx
6996,rolling,roll,VBG,xxxx
6997,out,out,RP,xxx
6998,"
","
",_SP,"
"
6999,Just,just,RB,Xxxx
7000,kind,kind,RB,xxxx
7001,of,of,RB,xx
7002,curious,curious,JJ,xxxx
7003,what,what,WDT,xxxx
7004,kind,kind,NN,xxxx
7005,of,of,IN,xx
7006,comp,comp,NN,xxxx
7007,lift,lift,NN,xxxx
7008,that,that,WDT,xxxx
7009,you,-PRON-,PRP,xxx
7010,'re,be,VBP,'xx
7011,seeing,see,VBG,xxxx
7012,in,in,IN,xx
7013,the,the,DT,xxx
7014,test,test,NN,xxxx
7015,markets,market,NNS,xxxx
7016,?,?,.,?
7017,"
","
",_SP,"
"
7018,Very,very,RB,Xxxx
7019,strong,strong,JJ,xxxx
7020,",",",",",",","
7021,very,very,RB,xxxx
7022,",",",",",",","
7023,very,very,RB,xxxx
7024,strong,strong,JJ,xxxx
7025,lift,lift,NN,xxxx
7026,"
","
",_SP,"
"
7027,Weâ€,weâ€,NN,Xxx€
7028,™,™,CD,™
7029,re,re,IN,xx
7030,now,now,RB,xxx
7031,up,up,IN,xx
7032,to,to,TO,xx
7033,I,-PRON-,PRP,X
7034,think,think,VBP,xxxx
7035,weâ€,weâ€,NNP,xxx€
7036,™,™,CD,™
7037,re,re,VBZ,xx
7038,up,up,IN,xx
7039,to,to,TO,xx
7040,five,five,CD,xxxx
7041,markets,market,NNS,xxxx
7042,and,and,CC,xxx
7043,weâ€,weâ€,NN,xxx€
7044,™,™,CD,™
7045,re,re,NN,xx
7046,continue,continue,VB,xxxx
7047,to,to,TO,xx
7048,see,see,VB,xxx
7049,the,the,DT,xxx
7050,same,same,JJ,xxxx
7051,performance,performance,NN,xxxx
7052,improvement,improvement,NN,xxxx
7053,"
","
",_SP,"
"
7054,Weâ€,weâ€,NN,Xxx€
7055,™,™,CD,™
7056,re,re,IN,xx
7057,not,not,RB,xxx
7058,going,go,VBG,xxxx
7059,to,to,TO,xx
7060,give,give,VB,xxxx
7061,a,a,DT,x
7062,specific,specific,JJ,xxxx
7063,number,number,NN,xxxx
7064,",",",",",",","
7065,but,but,CC,xxx
7066,itâ€,itâ€,NN,xxx€
7067,™,™,CD,™
7068,s,s,NN,x
7069,very,very,RB,xxxx
7070,",",",",",",","
7071,very,very,RB,xxxx
7072,strong,strong,JJ,xxxx
7073,and,and,CC,xxx
7074,very,very,RB,xxxx
7075,compelling,compelling,JJ,xxxx
7076,"
","
",_SP,"
"
7077,Unidentified,Unidentified,NNP,Xxxxx
7078,Analyst,Analyst,NNP,Xxxxx
7079,And,and,CC,Xxx
7080,just,just,RB,xxxx
7081,on,on,IN,xx
7082,the,the,DT,xxx
7083,Q1,Q1,NNP,Xd
7084,gross,gross,JJ,xxxx
7085,margin,margin,NN,xxxx
7086,",",",",",",","
7087,just,just,RB,xxxx
7088,curious,curious,JJ,xxxx
7089,if,if,IN,xx
7090,you,-PRON-,PRP,xxx
7091,could,could,MD,xxxx
7092,give,give,VB,xxxx
7093,sort,sort,RB,xxxx
7094,of,of,RB,xx
7095,breakout,breakout,NN,xxxx
7096,a,a,DT,x
7097,little,little,JJ,xxxx
7098,bit,bit,NN,xxx
7099,maybe,maybe,RB,xxxx
7100,like,like,UH,xxxx
7101,how,how,WRB,xxx
7102,much,much,JJ,xxxx
7103,of,of,IN,xx
7104,that,that,DT,xxxx
7105,decline,decline,NN,xxxx
7106,was,be,VBD,xxx
7107,merchandize,merchandize,NN,xxxx
7108,margin,margin,NN,xxxx
7109,and,and,CC,xxx
7110,how,how,WRB,xxx
7111,much,much,JJ,xxxx
7112,of,of,IN,xx
7113,those,those,DT,xxxx
7114,deleveraging,deleverage,VBG,xxxx
7115,on,on,IN,xx
7116,occupancy,occupancy,NN,xxxx
7117,costs,cost,NNS,xxxx
7118,and,and,CC,xxx
7119,other,other,JJ,xxxx
7120,fix,fix,NN,xxx
7121,cost,cost,VB,xxxx
7122,?,?,.,?
7123,"
","
",_SP,"
"
7124,First,first,RB,Xxxxx
7125,of,of,IN,xx
7126,all,all,DT,xxx
7127,",",",",",",","
7128,great,great,JJ,xxxx
7129,question,question,NN,xxxx
7130,",",",",",",","
7131,Chris,Chris,NNP,Xxxxx
7132,"
","
",_SP,"
"
7133,I,-PRON-,PRP,X
7134,mean,mean,VBP,xxxx
7135,",",",",",",","
7136,weâ€,weâ€,NNP,xxx€
7137,™,™,CD,™
7138,re,re,IN,xx
7139,--,--,:,--
7140,with,with,IN,xxxx
7141,Leslie,Leslie,NNP,Xxxxx
7142,coming,come,VBG,xxxx
7143,on,on,IN,xx
7144,weâ€,weâ€,NNP,xxx€
7145,™,™,CD,™
7146,re,re,IN,xx
7147,taking,take,VBG,xxxx
7148,a,a,DT,x
7149,very,very,RB,xxxx
7150,different,different,JJ,xxxx
7151,step,step,NN,xxxx
7152,back,back,RB,xxxx
7153,on,on,IN,xx
7154,the,the,DT,xxx
7155,supply,supply,NN,xxxx
7156,chain,chain,NN,xxxx
7157,;,;,:,;
7158,again,again,RB,xxxx
7159,",",",",",",","
7160,starting,start,VBG,xxxx
7161,with,with,IN,xxxx
7162,the,the,DT,xxx
7163,customer,customer,NN,xxxx
7164,"
","
",_SP,"
"
7165,She,-PRON-,PRP,Xxx
7166,is,be,VBZ,xx
7167,actually,actually,RB,xxxx
7168,conducted,conduct,VBN,xxxx
7169,or,or,CC,xx
7170,our,-PRON-,PRP$,xxx
7171,team,team,NN,xxxx
7172,is,be,VBZ,xx
7173,conducted,conduct,VBN,xxxx
7174,a,a,DT,x
7175,series,series,NN,xxxx
7176,of,of,IN,xx
7177,interviews,interview,NNS,xxxx
7178,with,with,IN,xxxx
7179,customers,customer,NNS,xxxx
7180,to,to,TO,xx
7181,better,better,RBR,xxxx
7182,understand,understand,VB,xxxx
7183,the,the,DT,xxx
7184,need,need,NN,xxxx
7185,"
","
",_SP,"
"
7186,We,-PRON-,PRP,Xx
7187,spend,spend,VBP,xxxx
7188,a,a,DT,x
7189,lot,lot,NN,xxx
7190,of,of,IN,xx
7191,time,time,NN,xxxx
7192,on,on,IN,xx
7193,DIY,DIY,NNP,XXX
7194,consumer,consumer,NN,xxxx
7195,insights,insight,NNS,xxxx
7196,last,last,JJ,xxxx
7197,year,year,NN,xxxx
7198,",",",",",",","
7199,professional,professional,JJ,xxxx
7200,customer,customer,NN,xxxx
7201,insights,insight,NNS,xxxx
7202,last,last,JJ,xxxx
7203,year,year,NN,xxxx
7204,"
","
",_SP,"
"
7205,Weâ€,Weâ€,NNP,Xxx€
7206,™,™,CD,™
7207,re,re,IN,xx
7208,augmenting,augment,VBG,xxxx
7209,that,that,IN,xxxx
7210,this,this,DT,xxxx
7211,year,year,NN,xxxx
7212,to,to,TO,xx
7213,really,really,RB,xxxx
7214,make,make,VB,xxxx
7215,sure,sure,JJ,xxxx
7216,we,-PRON-,PRP,xx
7217,understand,understand,VBP,xxxx
7218,weâ€,weâ€,NNP,xxx€
7219,™,™,CD,™
7220,re,re,IN,xx
7221,delivering,deliver,VBG,xxxx
7222,against,against,IN,xxxx
7223,what,what,WP,xxxx
7224,the,the,DT,xxx
7225,customers,customer,NNS,xxxx
7226,want,want,VBP,xxxx
7227,"
","
",_SP,"
"
7228,She,-PRON-,PRP,Xxx
7229,is,be,VBZ,xx
7230,also,also,RB,xxxx
7231,looking,look,VBG,xxxx
7232,at,at,IN,xx
7233,it,-PRON-,PRP,xx
7234,end,end,NN,xxx
7235,-,-,HYPH,-
7236,to,to,IN,xx
7237,-,-,HYPH,-
7238,end,end,NN,xxx
7239,"
","
",_SP,"
"
7240,So,so,RB,Xx
7241,weâ€,weâ€,NNP,xxx€
7242,™,™,CD,™
7243,re,re,IN,xx
7244,not,not,RB,xxx
7245,looking,look,VBG,xxxx
7246,at,at,IN,xx
7247,discrete,discrete,JJ,xxxx
7248,parts,part,NNS,xxxx
7249,of,of,IN,xx
7250,our,-PRON-,PRP$,xxx
7251,supply,supply,NN,xxxx
7252,chain,chain,NN,xxxx
7253,"
","
",_SP,"
"
7254,Weâ€,weâ€,NN,Xxx€
7255,™,™,CD,™
7256,re,re,NN,xx
7257,looking,look,VBG,xxxx
7258,at,at,IN,xx
7259,the,the,DT,xxx
7260,entirety,entirety,NN,xxxx
7261,of,of,IN,xx
7262,the,the,DT,xxx
7263,supply,supply,NN,xxxx
7264,chain,chain,NN,xxxx
7265,",",",",",",","
7266,because,because,IN,xxxx
7267,a,a,DT,x
7268,lot,lot,NN,xxx
7269,of,of,IN,xx
7270,times,time,NNS,xxxx
7271,",",",",",",","
7272,in,in,IN,xx
7273,supply,supply,NN,xxxx
7274,chain,chain,NN,xxxx
7275,",",",",",",","
7276,you,-PRON-,PRP,xxx
7277,can,can,MD,xxx
7278,reduce,reduce,VB,xxxx
7279,costs,cost,NNS,xxxx
7280,in,in,IN,xx
7281,one,one,CD,xxx
7282,area,area,NN,xxxx
7283,and,and,CC,xxx
7284,increase,increase,VB,xxxx
7285,it,-PRON-,PRP,xx
7286,in,in,IN,xx
7287,another,another,DT,xxxx
7288,area,area,NN,xxxx
7289,"
","
",_SP,"
"
7290,So,so,RB,Xx
7291,itâ€,itâ€,NN,xxx€
7292,™,™,CD,™
7293,s,s,NN,x
7294,really,really,RB,xxxx
7295,end,end,NN,xxx
7296,-,-,HYPH,-
7297,to,to,IN,xx
7298,-,-,HYPH,-
7299,end,end,NN,xxx
7300,look,look,NN,xxxx
7301,at,at,IN,xx
7302,it,-PRON-,PRP,xx
7303,"
","
",_SP,"
"
7304,As,as,IN,Xx
7305,part,part,NN,xxxx
7306,of,of,IN,xx
7307,that,that,DT,xxxx
7308,",",",",",",","
7309,we,-PRON-,PRP,xx
7310,have,have,VBP,xxxx
7311,",",",",",",","
7312,she,-PRON-,PRP,xxx
7313,would,would,MD,xxxx
7314,say,say,VB,xxx
7315,",",",",",",","
7316,we,-PRON-,PRP,xx
7317,would,would,MD,xxxx
7318,say,say,VB,xxx
7319,",",",",",",","
7320,Bob,Bob,NNP,Xxx
7321,would,would,MD,xxxx
7322,say,say,VB,xxx
7323,",",",",",",","
7324,all,all,DT,xxx
7325,of,of,IN,xx
7326,us,-PRON-,PRP,xx
7327,would,would,MD,xxxx
7328,say,say,VB,xxx
7329,",",",",",",","
7330,we,-PRON-,PRP,xx
7331,have,have,VBP,xxxx
7332,significant,significant,JJ,xxxx
7333,inefficiencies,inefficiency,NNS,xxxx
7334,in,in,IN,xx
7335,our,-PRON-,PRP$,xxx
7336,current,current,JJ,xxxx
7337,supply,supply,NN,xxxx
7338,chain,chain,NN,xxxx
7339,"
","
",_SP,"
"
7340,We,-PRON-,PRP,Xx
7341,have,have,VBP,xxxx
7342,many,many,JJ,xxxx
7343,nodes,node,NNS,xxxx
7344,",",",",",",","
7345,many,many,JJ,xxxx
7346,assets,asset,NNS,xxxx
7347,"
","
",_SP,"
"
7348,Obviously,obviously,RB,Xxxxx
7349,",",",",",",","
7350,our,-PRON-,PRP$,xxx
7351,stores,store,NNS,xxxx
7352,operate,operate,VBP,xxxx
7353,at,at,IN,xx
7354,fulfillment,fulfillment,NN,xxxx
7355,centers,center,NNS,xxxx
7356,",",",",",",","
7357,as,as,IN,xx
7358,you,-PRON-,PRP,xxx
7359,know,know,VBP,xxxx
7360,"
","
",_SP,"
"
7361,So,so,CC,Xx
7362,taking,take,VBG,xxxx
7363,a,a,DT,x
7364,step,step,NN,xxxx
7365,back,back,RB,xxxx
7366,and,and,CC,xxx
7367,looking,look,VBG,xxxx
7368,at,at,IN,xx
7369,the,the,DT,xxx
7370,entirety,entirety,NN,xxxx
7371,of,of,IN,xx
7372,our,-PRON-,PRP$,xxx
7373,supply,supply,NN,xxxx
7374,chain,chain,NN,xxxx
7375,and,and,CC,xxx
7376,the,the,DT,xxx
7377,seamless,seamless,JJ,xxxx
7378,movement,movement,NN,xxxx
7379,of,of,IN,xx
7380,parts,part,NNS,xxxx
7381,across,across,IN,xxxx
7382,it,-PRON-,PRP,xx
7383,",",",",",",","
7384,is,be,VBZ,xx
7385,something,something,NN,xxxx
7386,that,that,WDT,xxxx
7387,is,be,VBZ,xx
7388,very,very,RB,xxxx
7389,much,much,RB,xxxx
7390,on,on,IN,xx
7391,the,the,DT,xxx
7392,agenda,agenda,NN,xxxx
7393,and,and,CC,xxx
7394,weâ€,weâ€,NNP,xxx€
7395,™,™,CD,™
7396,re,re,NN,xx
7397,building,build,VBG,xxxx
7398,up,up,RP,xx
7399,the,the,DT,xxx
7400,plan,plan,NN,xxxx
7401,to,to,TO,xx
7402,better,better,RB,xxxx
7403,integrate,integrate,VB,xxxx
7404,the,the,DT,xxx
7405,various,various,JJ,xxxx
7406,notes,note,NNS,xxxx
7407,we,-PRON-,PRP,xx
7408,have,have,VBP,xxxx
7409,within,within,IN,xxxx
7410,our,-PRON-,PRP$,xxx
7411,supply,supply,NN,xxxx
7412,chain,chain,NN,xxxx
7413,",",",",",",","
7414,which,which,WDT,xxxx
7415,ultimately,ultimately,RB,xxxx
7416,will,will,MD,xxxx
7417,improve,improve,VB,xxxx
7418,our,-PRON-,PRP$,xxx
7419,order,order,NN,xxxx
7420,to,to,IN,xx
7421,delivery,delivery,NN,xxxx
7422,time,time,NN,xxxx
7423,for,for,IN,xxx
7424,our,-PRON-,PRP$,xxx
7425,customers,customer,NNS,xxxx
7426,"
","
",_SP,"
"
7427,As,as,IN,Xx
7428,you,-PRON-,PRP,xxx
7429,said,say,VBD,xxxx
7430,",",",",",",","
7431,take,take,VB,xxxx
7432,miles,mile,NNS,xxxx
7433,out,out,RB,xxx
7434,take,take,VBP,xxxx
7435,cost,cost,NN,xxxx
7436,out,out,RP,xxx
7437,and,and,CC,xxx
7438,reduce,reduce,VB,xxxx
7439,our,-PRON-,PRP$,xxx
7440,inventory,inventory,NN,xxxx
7441,overall,overall,RB,xxxx
7442,"
","
",_SP,"
"
7443,So,so,RB,Xx
7444,thatâ€,thatâ€,$,xxxx€
7445,™,™,CD,™
7446,s,s,NNP,x
7447,the,the,DT,xxx
7448,goal,goal,NN,xxxx
7449,and,and,CC,xxx
7450,more,more,JJR,xxxx
7451,to,to,TO,xx
7452,come,come,VB,xxxx
7453,"
","
",_SP,"
"
7454,Yes,yes,UH,Xxx
7455,",",",",",",","
7456,we,-PRON-,PRP,xx
7457,are,be,VBP,xxx
7458,not,not,RB,xxx
7459,going,go,VBG,xxxx
7460,to,to,TO,xx
7461,comment,comment,VB,xxxx
7462,specifically,specifically,RB,xxxx
7463,on,on,IN,xx
7464,that,that,DT,xxxx
7465,",",",",",",","
7466,but,but,CC,xxx
7467,everything,everything,NN,xxxx
7468,is,be,VBZ,xx
7469,on,on,IN,xx
7470,the,the,DT,xxx
7471,table,table,NN,xxxx
7472,",",",",",",","
7473,to,to,TO,xx
7474,be,be,VB,xx
7475,clear,clear,JJ,xxxx
7476,"
","
",_SP,"
"
7477,We,-PRON-,PRP,Xx
7478,are,be,VBP,xxx
7479,going,go,VBG,xxxx
7480,to,to,TO,xx
7481,operate,operate,VB,xxxx
7482,as,as,RB,xx
7483,efficiently,efficiently,RB,xxxx
7484,as,as,IN,xx
7485,we,-PRON-,PRP,xx
7486,can,can,MD,xxx
7487,"
","
",_SP,"
"
7488,Let,let,VB,Xxx
7489,me,-PRON-,PRP,xx
7490,make,make,VB,xxxx
7491,a,a,DT,x
7492,comment,comment,NN,xxxx
7493,on,on,IN,xx
7494,that,that,DT,xxxx
7495,"
","
",_SP,"
"
7496,First,first,RB,Xxxxx
7497,of,of,IN,xx
7498,all,all,DT,xxx
7499,",",",",",",","
7500,I,-PRON-,PRP,X
7501,think,think,VBP,xxxx
7502,what,what,WP,xxxx
7503,customers,customer,NNS,xxxx
7504,want,want,VBP,xxxx
7505,wasnâ€,wasnâ€,$,xxxx€
7506,™,™,CD,™
7507,t,t,NNP,x
7508,anything,anything,NN,xxxx
7509,",",",",",",","
7510,if,if,IN,xx
7511,they,-PRON-,PRP,xxxx
7512,want,want,VBP,xxxx
7513,consistency,consistency,NN,xxxx
7514,and,and,CC,xxx
7515,execution,execution,NN,xxxx
7516,of,of,IN,xx
7517,delivery,delivery,NN,xxxx
7518,"
","
",_SP,"
"
7519,So,so,RB,Xx
7520,when,when,WRB,xxxx
7521,they,-PRON-,PRP,xxxx
7522,know,know,VBP,xxxx
7523,thereâ€,thereâ€,NNP,xxxx€
7524,™,™,CD,™
7525,s,s,POS,x
7526,deflation,deflation,NN,xxxx
7527,in,in,IN,xx
7528,order,order,NN,xxxx
7529,they,-PRON-,PRP,xxxx
7530,know,know,VBP,xxxx
7531,when,when,WRB,xxxx
7532,you,-PRON-,PRP,xxx
7533,are,be,VBP,xxx
7534,having,have,VBG,xxxx
7535,"
","
",_SP,"
"
7536,So,so,RB,Xx
7537,I,-PRON-,PRP,X
7538,think,think,VBP,xxxx
7539,critically,critically,RB,xxxx
7540,important,important,JJ,xxxx
7541,at,at,IN,xx
7542,Worldpac,Worldpac,NNP,Xxxxx
7543,we,-PRON-,PRP,xx
7544,have,have,VBP,xxxx
7545,always,always,RB,xxxx
7546,remain,remain,VB,xxxx
7547,to,to,TO,xx
7548,be,be,VB,xx
7549,focused,focus,VBN,xxxx
7550,on,on,IN,xx
7551,making,make,VBG,xxxx
7552,sure,sure,JJ,xxxx
7553,that,that,IN,xxxx
7554,we,-PRON-,PRP,xx
7555,have,have,VBP,xxxx
7556,that,that,DT,xxxx
7557,same,same,JJ,xxxx
7558,execution,execution,NN,xxxx
7559,day,day,NN,xxx
7560,in,in,IN,xx
7561,and,and,CC,xxx
7562,day,day,NN,xxx
7563,out,out,RP,xxx
7564,"
","
",_SP,"
"
7565,So,so,IN,Xx
7566,customers,customer,NNS,xxxx
7567,count,count,VBP,xxxx
7568,on,on,IN,xx
7569,that,that,DT,xxxx
7570,",",",",",",","
7571,number,number,NN,xxxx
7572,one,one,CD,xxx
7573,"
","
",_SP,"
"
7574,Secondly,secondly,RB,Xxxxx
7575,",",",",",",","
7576,they,-PRON-,PRP,xxxx
7577,all,all,DT,xxx
7578,have,have,VBP,xxxx
7579,to,to,TO,xx
7580,do,do,VB,xx
7581,certainly,certainly,RB,xxxx
7582,with,with,IN,xxxx
7583,the,the,DT,xxx
7584,product,product,NN,xxxx
7585,assortment,assortment,NN,xxxx
7586,as,as,RB,xx
7587,well,well,RB,xxxx
7588,"
","
",_SP,"
"
7589,Worldpac,Worldpac,NNP,Xxxxx
7590,has,have,VBZ,xxx
7591,unique,unique,JJ,xxxx
7592,product,product,NN,xxxx
7593,assortment,assortment,NN,xxxx
7594,",",",",",",","
7595,certainly,certainly,RB,xxxx
7596,has,have,VBZ,xxx
7597,dispatches,dispatch,NNS,xxxx
7598,repair,repair,NN,xxxx
7599,shops,shop,NNS,xxxx
7600,throughout,throughout,IN,xxxx
7601,the,the,DT,xxx
7602,entire,entire,JJ,xxxx
7603,North,North,NNP,Xxxxx
7604,America,America,NNP,Xxxxx
7605,"
","
",_SP,"
"
7606,And,and,CC,Xxx
7607,so,so,RB,xx
7608,that,that,DT,xxxx
7609,also,also,RB,xxxx
7610,is,be,VBZ,xx
7611,not,not,RB,xxx
7612,the,the,DT,xxx
7613,part,part,NN,xxxx
7614,of,of,IN,xx
7615,where,where,WRB,xxxx
7616,lion,lion,NN,xxxx
7617,share,share,NN,xxxx
7618,of,of,IN,xx
7619,a,a,DT,x
7620,lot,lot,NN,xxx
7621,of,of,IN,xx
7622,their,-PRON-,PRP$,xxxx
7623,business,business,NN,xxxx
7624,is,be,VBZ,xx
7625,basically,basically,RB,xxxx
7626,schedule,schedule,NN,xxxx
7627,"
","
",_SP,"
"
7628,And,and,CC,Xxx
7629,so,so,RB,xx
7630,therefore,therefore,RB,xxxx
7631,that,that,IN,xxxx
